GeneID	Common name	chrom	Strand	TSS	TTS	
YOL137W	BSC6	chrXV	+	65533	67229	
YOL136C	"PFK27, PFK-2"	chrXV	-	69009	67401	
YOL135C	MED7	chrXV	-	70089	69361	
YOL133W	"HRT1, HRT2, ROC1, RBX1"	chrXV	+	70285	71005	
Unit545		chrXV	-	71052	70713	
YOL132W	GAS4	chrXV	+	71198	72893	
YOL131W		chrXV	+	72929	73535	
Unit546		chrXV	-	73911	73535	
YOL130W	"ALR1, SWC3"	chrXV	+	74109	77277	
Unit584		chrXV	+	77181	77335	
YOL129W	VPS68	chrXV	+	77509	78229	
YOL128C	YGK3	chrXV	-	79521	78265	
YOL127W	RPL25	chrXV	+	80309	80365	
YOL126C	MDH2	chrXV	-	83009	81609	
Unit585		chrXV	+	83539	83822	
YOL125W		chrXV	+	83773	85269	
YOL124C	TRM11	chrXV	-	86785	85305	
Unit547		chrXV	-	87094	86909	
Unit586		chrXV	+	87452	87806	
YOL123W	"HRP1, NAB5, NAB4"	chrXV	+	87749	89525	
YOL122C	"SMF1, SBS1"	chrXV	-	91473	89545	
YOL121C	RPS19A	chrXV	-	92897	92825	
YOL120C	"RPL18A, RP28A"	chrXV	-	94433	94288	
YOL119C	MCH4	chrXV	-	96433	94793	
anti-YOL118C-2		chrXV	+	96764	97117	
YOL117W	"RRI2, CSN10"	chrXV	+	97501	99693	
CUT822		chrXV	-	99470	99102	
YOL116W	"MSN1, PHD2, MSS10, HRB382, FUP1"	chrXV	+	99677	100637	
SUT767		chrXV	-	101262	101062	
YOL115W	"PAP2, TRF4"	chrXV	+	101317	103245	
YOL114C		chrXV	-	104027	103139	
YOL113W	SKM1	chrXV	+	104125	105701	
CUT824		chrXV	-	106358	105790	
YOL112W	MSB4	chrXV	+	106542	108269	
YOL111C	"MDY2, TMA24"	chrXV	-	109032	108305	
YOL110W	"SHR5, ERF4"	chrXV	+	109093	109669	
YOL109W	ZEO1	chrXV	+	110205	110869	
YOL108C	INO4	chrXV	-	111913	111305	
YOL107W		chrXV	+	112037	113101	
YOL105C	WSC3	chrXV	-	115910	113960	
YOL104C	"NDJ1, TAM1"	chrXV	-	117742	114169	
YOL103W	"ITR2, HRB612"	chrXV	+	123789	125917	
YOL102C	TPT1	chrXV	-	126713	125993	
YOL101C	IZH4	chrXV	-	128017	126905	
CUT356		chrXV	+	128306	128498	
Unit548		chrXV	-	128700	128316	
YOL100W	PKH2	chrXV	+	128981	132493	
YOL098C		chrXV	-	135929	132889	
YOL097W-A		chrXV	+	136118	136583	
YOL097C	"WRS1, HRE342"	chrXV	-	137865	136441	
CUT358		chrXV	+	138010	138322	
YOL096C	COQ3	chrXV	-	139097	138217	
YOL095C	HMI1	chrXV	-	141393	139393	
YOL094C	RFC4	chrXV	-	142609	141546	
YOL093W	TRM10	chrXV	+	142773	143805	
YOL092W		chrXV	+	144165	144757	
YOL091W	"SPO21, MPC70"	chrXV	+	145232	147341	
CUT825		chrXV	-	147174	146822	
YOL090W	"MSH2, PMS5"	chrXV	+	147333	150269	
YOL089C	HAL9	chrXV	-	153545	150553	
YOL088C	MPD2	chrXV	-	154825	153729	
Unit587		chrXV	+	154934	155148	
YOL087C		chrXV	-	158913	155201	
YOL086W-A		chrXV	+	159071	159623	
YOL086C	"ADH1, ADC1"	chrXV	-	160641	159457	
YOL084W	PHM7	chrXV	+	162254	165509	
YOL083W		chrXV	+	165526	166845	
CUT827		chrXV	-	167862	167502	
YOL082W	"ATG19, CVT19"	chrXV	+	168421	170029	
Unit550		chrXV	-	170421	169985	
YOL081W	"IRA2, GLC4, CCS1"	chrXV	+	170765	180549	
YOL080C	REX4	chrXV	-	181473	180409	
YOL078W	AVO1	chrXV	+	181621	185405	
YOL077W-A	ATP19	chrXV	+	185336	185822	
YOL077C	BRX1	chrXV	-	186793	185769	
YOL076W	"MDM20, 1-Dec"	chrXV	+	186997	189525	
YOL075C		chrXV	-	193681	189505	
YOL073C		chrXV	-	194833	193785	
YOL072W	"THP1, BUD29"	chrXV	+	194933	196525	
YOL071W	EMI5	chrXV	+	196405	197173	
YOL070C		chrXV	-	198753	197209	
YOL069W	NUF2	chrXV	+	198925	200372	
anti-YOL069W		chrXV	-	200255	200151	
YOL068C	HST1	chrXV	-	201981	200190	
YOL067C	RTG1	chrXV	-	202577	201841	
YOL066C	"RIB2, PUS8"	chrXV	-	204573	202518	
CUT363		chrXV	+	204674	205138	
YOL065C	INP54	chrXV	-	205945	202641	
YOL064C	"MET22, HAL2"	chrXV	-	207209	206089	
YOL063C	"CRT10, HUS1"	chrXV	-	210433	207369	
YOL062C	"APM4, AMP1"	chrXV	-	212025	210497	
YOL061W	PRS5	chrXV	+	212181	213797	
YOL060C	MAM3	chrXV	-	216201	213729	
YOL059W	"GPD2, GPD3"	chrXV	+	217117	218717	
Unit551		chrXV	-	218730	218579	
YOL058W	"ARG1, ARG10"	chrXV	+	219142	220542	
anti167		chrXV	-	220538	219313	
YOL057W		chrXV	+	220710	223022	
YOL056W	GPM3	chrXV	+	223174	224286	
SUT356		chrXV	+	225683	226587	
YOL055C	THI20	chrXV	-	226282	225650	
CUT830		chrXV	-	227365	226982	
YOL054W		chrXV	+	228534	229878	
YOL053W		chrXV	+	230166	231174	
YOL052C-A	"DDR2, YOL053C-A, DDRA2"	chrXV	-	231857	231392	
Unit552		chrXV	-	232055	231831	
CUT364		chrXV	+	232483	232795	
YOL052C	SPE2	chrXV	-	233666	232314	
CUT831		chrXV	-	234495	234191	
YOL051W	"GAL11, MED15, ABE1, SPT13, SDS4, RAR3"	chrXV	+	234750	238406	
YOL049W	GSH2	chrXV	+	238566	240062	
anti-YOL048C		chrXV	+	240687	241013	
Unit589		chrXV	+	241336	241601	
YOL048C		chrXV	-	241402	241025	
SUT357		chrXV	+	241595	242515	
YOL047C		chrXV	-	242849	241436	
YOL045W	PSK2	chrXV	+	243030	246766	
YOL044W	"PEX15, PAS21"	chrXV	+	247078	248262	
YOL043C	"NTG2, SCR2"	chrXV	-	249642	248378	
YOL042W	NGL1	chrXV	+	249758	250830	
Unit553		chrXV	-	251233	251125	
YOL041C	NOP12	chrXV	-	252714	251162	
YOL040C	"RPS15, RPS21"	chrXV	-	253634	253074	
YOL039W	"RPP2A, RPLA2, RPL44"	chrXV	+	254246	254822	
YOL038C-A		chrXV	-	255123	254748	
YOL038W	PRE6	chrXV	+	255286	256182	
YOL036W		chrXV	+	256342	259078	
Unit590		chrXV	+	256376	256662	
YOL034W	SMC5	chrXV	+	259821	263382	
YOL033W	MSE1	chrXV	+	263404	265140	
anti-YOL033W		chrXV	-	263636	263383	
CUT832		chrXV	-	265173	264573	
YOL032W		chrXV	+	265332	266180	
YOL031C	"SIL1, SLS1"	chrXV	-	267600	266304	
YOL030W	GAS5	chrXV	+	268124	269700	
YOL029C		chrXV	-	270522	269637	
YOL028C	YAP7	chrXV	-	271624	270064	
YOL027C	"MDM38, MKH1"	chrXV	-	273784	271816	
YOL026C	"MIM1, TOM13"	chrXV	-	274392	273920	
YOL025W	"LAG2, ECM36"	chrXV	+	274900	276940	
YOL024W		chrXV	+	276984	277782	
YOL023W	IFM1	chrXV	+	278028	280180	
YOL022C		chrXV	-	281544	280624	
Unit591		chrXV	+	281662	281985	
YOL021C	"DIS3, RRP44"	chrXV	-	285464	282352	
YOL020W	"TAT2, TAP2, SCM2, SAB2, LTG3"	chrXV	+	286028	288083	
YOL019W-A		chrXV	+	288318	288750	
YOL019W	TOS7	chrXV	+	288756	290668	
YOL018C	TLG2	chrXV	-	292152	290856	
YOL017W	ESC8	chrXV	+	292468	294588	
YOL016C	CMK2	chrXV	-	296216	294760	
YOL015W		chrXV	+	296976	299016	
Unit592		chrXV	+	299219	299480	
YOL014W		chrXV	+	299476	300148	
Unit554		chrXV	-	299516	299189	
YOL013W-A	YOL013W-B	chrXV	+	300945	301416	
YOL013C	"HRD1, DER3"	chrXV	-	303175	301400	
YOL012C	"HTZ1, H2A.F/Z, H2AZ, HTA3"	chrXV	-	304096	303368	
Unit593		chrXV	+	304590	305367	
YOL011W	PLB3	chrXV	+	305340	307676	
anti168		chrXV	-	307280	307223	
YOL010W	RCL1	chrXV	+	307876	309132	
YOL009C	MDM12	chrXV	-	310176	309696	
YOL008W	COQ10	chrXV	+	310268	310764	
YOL007C		chrXV	-	312464	310984	
CUT367		chrXV	+	313001	313553	
YOL006C	"TOP1, MAK17, MAK1"	chrXV	-	315528	312992	
YOL005C	"RPB11, B12.5"	chrXV	-	316216	315736	
YOL004W	"SIN3, UME4, SDS16, SDI1, RPD1, GAM2, CPE1"	chrXV	+	316732	321596	
YOL003C		chrXV	-	323024	321856	
YOL002C	"IZH2, PHO36"	chrXV	-	324424	323520	
YOL001W	"PHO80, VAC5, TUP7, AGS3"	chrXV	+	325147	326308	
Unit556		chrXV	-	326454	326166	
YOR001W	RRP6	chrXV	+	326788	329052	
YOR002W	ALG6	chrXV	+	329348	330940	
YOR003W	YSP3	chrXV	+	331353	333069	
CUT833		chrXV	-	333373	332909	
YOR004W		chrXV	+	333524	334508	
SUT359		chrXV	+	335881	337185	
YOR005C	"DNL4, LIG4"	chrXV	-	337445	334331	
SUT360		chrXV	+	337465	338401	
YOR006C		chrXV	-	338664	337688	
YOR007C	SGT2	chrXV	-	340048	338808	
anti-YOLCdelta9-2		chrXV	+	340743	341074	
YOR008C	"SLG1, WSC1, HCS77"	chrXV	-	342656	341008	
YOR008C-A		chrXV	-	343184	342679	
YOR009W	TIR4	chrXV	+	343893	345757	
YOR010C	"TIR2, SRP2"	chrXV	-	347393	346193	
Unit557		chrXV	-	348130	347036	
SUT361		chrXV	+	348698	349018	
SUT770		chrXV	-	349750	348990	
YOR011W	AUS1	chrXV	+	349797	353901	
YOR011W-A		chrXV	+	355550	356036	
SUT771		chrXV	-	355822	355206	
YOR012W		chrXV	+	356453	357437	
SUT772		chrXV	-	357222	356158	
YOR014W	"RTS1, SCS1"	chrXV	+	357421	360117	
YOR016C	ERP4	chrXV	-	361217	360473	
YOR017W	PET127	chrXV	+	361357	363805	
CUT834		chrXV	-	364134	363574	
YOR018W	ROD1	chrXV	+	364293	365989	
Unit560		chrXV	-	367773	366998	
YOR019W		chrXV	+	368025	370497	
anti170		chrXV	-	369457	368728	
YOR020C	"HSP10, CPN10"	chrXV	-	370897	370425	
SUT774		chrXV	-	371350	371118	
YOR020W-A		chrXV	+	371583	372135	
SUT775		chrXV	-	372414	371710	
YOR021C		chrXV	-	373521	372873	
YOR022C		chrXV	-	375873	373674	
YOR023C	AHC1	chrXV	-	377801	376001	
YOR025W	HST3	chrXV	+	378181	380749	
YOR026W	BUB3	chrXV	+	379679	380984	
CUT835		chrXV	-	380182	379086	
CUT836		chrXV	-	380734	380182	
YOR027W	STI1	chrXV	+	380973	382661	
CUT370		chrXV	+	383618	383962	
YOR028C	"CIN5, YAP4, HAL6"	chrXV	-	384681	383209	
Unit597		chrXV	+	385350	386348	
Unit561		chrXV	-	385895	384819	
CUT837		chrXV	-	386558	386198	
YOR030W	"DFG16, ZRG11, ECM41"	chrXV	+	386725	389532	
YOR031W	CRS5	chrXV	+	389111	389600	
YOR032C	HMS1	chrXV	-	391177	389593	
YOR032W-A		chrXV	+	392074	392554	
CUT371		chrXV	+	392522	392842	
YOR033C	"EXO1, DHS1"	chrXV	-	394626	392238	
YOR034C	AKR2	chrXV	-	397345	392393	
CUT372		chrXV	+	397570	398034	
YOR034C-A		chrXV	-	397770	397248	
YOR035C	"SHE4, DIM1"	chrXV	-	400137	397593	
YOR036W	"PEP12, VPT13, VPS6, VPL6"	chrXV	+	400333	401237	
YOR037W	CYC2	chrXV	+	401509	402693	
YOR038C	"HIR2, SPT1"	chrXV	-	405441	402817	
YOR039W	CKB2	chrXV	+	405605	406797	
YOR040W	GLO4	chrXV	+	406781	407117	
CUT839		chrXV	-	407622	406766	
SUT363		chrXV	+	408138	408218	
YOR042W	CUE5	chrXV	+	408365	409677	
CUT841		chrXV	-	409566	409158	
YOR043W	WHI2	chrXV	+	410453	412173	
YOR044W		chrXV	+	412757	413581	
YOR045W	"TOM6, MOM8B, ISP6"	chrXV	+	413789	414189	
anti-YOR046C		chrXV	+	414170	414480	
YOR046C	"DBP5, RAT8"	chrXV	-	415952	414576	
SUT364		chrXV	+	416185	416505	
YOR047C	"STD1, SFS3, MSN3"	chrXV	-	417832	416232	
SUT365		chrXV	+	418209	418577	
YOR048C	"RAT1, XRN2, TAP1, HKE1"	chrXV	-	421712	418608	
CUT374		chrXV	+	421913	422201	
anti172		chrXV	+	422403	424731	
YOR049C	RSB1	chrXV	-	423935	422568	
YOR051C	YOR29-02	chrXV	-	426151	424719	
YOR052C	YOR29-03	chrXV	-	427359	426727	
YOR054C	"VHS3, YOR29-05"	chrXV	-	430007	428111	
YOR056C	"NOB1, YOR29-07"	chrXV	-	431711	430271	
YOR057W	"SGT1, YOR29-08"	chrXV	+	432115	433355	
YOR058C	"ASE1, YOR29-09"	chrXV	-	436503	433455	
YOR059C	YOR29-10	chrXV	-	440360	438728	
YOR060C	YOR29-11	chrXV	-	441207	438951	
YOR061W	"CKA2, YOR29-12"	chrXV	+	441371	442739	
YOR062C	YOR29-13	chrXV	-	443815	442743	
SUT367		chrXV	+	444096	444536	
YOR063W	"RPL3, YOR29-14, TCM1, MAK8"	chrXV	+	444651	445971	
YOR064C	"YNG1, YOR29-15"	chrXV	-	446791	445991	
YOR065W	"CYT1, YOR29-16, CTC1"	chrXV	+	447067	448803	
SUT777		chrXV	-	448364	447260	
Unit600		chrXV	+	448645	448903	
Unit563		chrXV	-	448877	448781	
YOR066W	YOR29-17	chrXV	+	449315	451171	
YOR067C	"ALG8, YOR29-18"	chrXV	-	453503	452255	
YOR069W	"VPS5, YOR29-20, VPT5, PEP10, GRD2"	chrXV	+	453683	455739	
YOR068C	"VAM10, YOR29-19"	chrXV	-	454315	453691	
YOR070C	"GYP1, YOR29-21"	chrXV	-	457975	455839	
CUT378		chrXV	+	458184	458648	
YOR071C	YOR29-22	chrXV	-	461486	458775	
CUT379		chrXV	+	462632	463392	
YOR072W-B		chrXV	+	464367	464808	
YOR073W	"SGO1, YOR29-24"	chrXV	+	464691	466555	
YOR074C	"CDC21, YOR29-25, TMP1, CRT9"	chrXV	-	467639	466551	
YOR075W	"UFE1, YOR29-26"	chrXV	+	468179	469179	
YOR076C	"SKI7, YOR29-27"	chrXV	-	471615	469351	
YOR077W	"RTS2, YOR29-28"	chrXV	+	471851	472723	
YOR078W	"BUD21, YOR29-29, UTP16"	chrXV	+	472707	473387	
YOR079C	"ATX2, YOR29-30"	chrXV	-	474455	473815	
YOR080W	"DIA2, YOR29-31"	chrXV	+	474563	475883	
YOR081C	"TGL5, STC2"	chrXV	-	479262	476855	
YOR083W	WHI5	chrXV	+	479435	481842	
YOR084W		chrXV	+	480485	481928	
YOR085W	OST3	chrXV	+	481963	483139	
YOR086C	TCB1	chrXV	-	486975	483191	
YOR087W	"YVC1, YOR088W"	chrXV	+	487627	489651	
YOR089C	"VPS21, YPT51, YPT21, VPT12, VPS12"	chrXV	-	490903	490071	
YOR090C	PTC5	chrXV	-	493000	491271	
YOR091W	"TMA46, RBF46"	chrXV	+	493364	494540	
SUT778		chrXV	-	494661	494373	
YOR092W	"ECM3, YOR3165W"	chrXV	+	495020	496868	
YOR093C		chrXV	-	502496	501808	
YOR094W	"ARF3, ARL2"	chrXV	+	502692	503251	
YOR095C	RKI1	chrXV	-	504488	503520	
YOR096W	"RPS7A, RPS30"	chrXV	+	505724	505940	
SUT368		chrXV	+	507041	507945	
YOR097C		chrXV	-	507568	506928	
YOR098C	NUP1	chrXV	-	511256	507864	
YOR099W	KTR1	chrXV	+	511732	512924	
anti-YOR099W		chrXV	-	513179	512997	
YOR100C	CRC1	chrXV	-	514380	513117	
YOR101W	RAS1	chrXV	+	515156	516340	
YOR103C	OST2	chrXV	-	516904	516432	
YOR104W	PIN2	chrXV	+	517452	518884	
YOR106W	"VAM3, PTH1"	chrXV	+	519028	520115	
CUT843		chrXV	-	520421	519909	
YOR107W	RGS2	chrXV	+	520964	522596	
SUT779		chrXV	-	522629	521669	
YOR108W	LEU9	chrXV	+	522916	524908	
Unit565		chrXV	-	524959	524843	
YOR109W	"INP53, SOP2, SJL3"	chrXV	+	525148	528892	
YOR110W	TFC7	chrXV	+	528876	530284	
YOR111W		chrXV	+	530388	533756	
CUT844		chrXV	-	531261	530501	
YOR112W		chrXV	+	531406	533971	
YOR113W	AZF1	chrXV	+	533956	535164	
Unit601		chrXV	+	536903	537130	
Unit566		chrXV	-	537189	537029	
YOR114W		chrXV	+	537380	539228	
YOR115C	TRS33	chrXV	-	539528	538784	
YOR116C	"RPO31, C160, RPC160, RPC1"	chrXV	-	544376	540000	
YOR117W	"RPT5, YTA1"	chrXV	+	544940	546412	
YOR118W		chrXV	+	546668	548508	
YOR119C	"RIO1, RRP10"	chrXV	-	550304	548528	
YOR120W	"GCY1, GCY"	chrXV	+	551012	552230	
YOR122C	"PFY1, PRF1"	chrXV	-	552944	552872	
CUT382		chrXV	+	553129	553881	
YOR123C	LEO1	chrXV	-	554656	553152	
YOR124C	UBP2	chrXV	-	558744	554888	
YOR125C	"CAT5, COQ7"	chrXV	-	559800	558936	
YOR126C	IAH1	chrXV	-	560728	559976	
YOR127W	"RGA1, THE1, DBM1"	chrXV	+	560892	564204	
YOR128C	ADE2	chrXV	-	566248	565096	
YOR129C		chrXV	-	569632	566736	
YOR130C	"ORT1, ARG11"	chrXV	-	570920	569920	
Unit602		chrXV	+	571091	571791	
YOR131C		chrXV	-	572928	572376	
YOR132W	"VPS17, PEP21"	chrXV	+	573100	574796	
CUT848		chrXV	-	574805	574325	
YOR133W	EFT1	chrXV	+	574996	577804	
Unit567		chrXV	-	577997	577631	
YOR134W	BAG7	chrXV	+	578462	579971	
SUT782		chrXV	-	579949	579005	
YOR136W	IDH2	chrXV	+	580132	581380	
YOR137C	SIA1	chrXV	-	584120	581728	
CUT383		chrXV	+	584321	585185	
YOR138C	RUP1	chrXV	-	586416	584280	
YOR140W	SFL1	chrXV	+	586644	589196	
YOR141C	ARP8	chrXV	-	592624	589744	
YOR142W	LSC1	chrXV	+	592828	593932	
YOR143C	THI80	chrXV	-	602432	601448	
YOR144C	"ELG1, RTT110"	chrXV	-	605128	602624	
CUT384		chrXV	+	605353	605681	
YOR145C	"PNO1, RRP20, DIM2"	chrXV	-	606208	605264	
YOR147W	MDM32	chrXV	+	606548	608580	
YOR148C	SPP2	chrXV	-	609216	608545	
YOR149C	"SMP3, SAP2, LAS2"	chrXV	-	611432	609552	
YOR150W	"MRPL23, YmL23"	chrXV	+	611948	612468	
YOR151C	"RPB2, B150, SOH2, SIT2, RPO22, RPB150"	chrXV	-	616952	613024	
SUT371		chrXV	+	617249	617393	
Unit568		chrXV	-	617357	617134	
YOR152C		chrXV	-	618390	617340	
Unit603		chrXV	+	618762	619676	
YOR153W	"PDR5, STS1, YDR1, LEM1"	chrXV	+	619660	624476	
YOR154W		chrXV	+	624660	626564	
YOR155C	ISN1	chrXV	-	628055	626592	
YOR156C	"NFI1, SIZ2"	chrXV	-	630696	628392	
YOR157C	PUP1	chrXV	-	631840	630840	
YOR158W	PET123	chrXV	+	632132	633084	
YOR159C	"SME1, SmE, Sm E"	chrXV	-	633656	633144	
YOR160W	"MTR10, KAP111"	chrXV	+	633732	636724	
YOR161C	PNS1	chrXV	-	638720	637192	
anti-YOR161C-C		chrXV	+	639149	639409	
YOR161C-C		chrXV	-	639369	638943	
SUT373		chrXV	+	639545	640705	
YOR162C	"YRR1, PDR2"	chrXV	-	642216	639408	
YOR163W	DDP1	chrXV	+	642692	643364	
YOR164C		chrXV	-	644376	643344	
YOR165W	SEY1	chrXV	+	644524	646900	
YOR166C		chrXV	-	648504	646936	
YOR167C	"RPS28A, RPS33A"	chrXV	-	649072	648664	
YOR168W	GLN4	chrXV	+	649260	651396	
YOR171C	LCB4	chrXV	-	653960	651904	
YOR172W	YRM1	chrXV	+	654148	656788	
YOR173W	DCS2	chrXV	+	657084	658380	
YOR174W	MED4	chrXV	+	658628	659564	
YOR175C		chrXV	-	661768	659800	
Unit604		chrXV	+	661997	662162	
Unit569		chrXV	-	662150	662017	
YOR176W	HEM15	chrXV	+	662284	663588	
anti174		chrXV	-	665560	664807	
YOR177C	MPC54	chrXV	-	667281	665607	
Unit605		chrXV	+	667511	667588	
Unit570		chrXV	-	667657	667519	
SUT374		chrXV	+	667865	670345	
YOR178C	GAC1	chrXV	-	670343	667682	
Unit571		chrXV	-	670720	670544	
YOR179C	SYC1	chrXV	-	672528	671488	
SUT375		chrXV	+	672609	673185	
YOR180C	"DCI1, ECI2"	chrXV	-	675269	674174	
YOR181W	"LAS17, BEE1"	chrXV	+	675444	677876	
anti176		chrXV	-	677472	676943	
YOR182C	RPS30B	chrXV	-	678848	678368	
YOR183W	FYV12	chrXV	+	679236	680636	
YOR184W	"SER1, ADE9"	chrXV	+	679236	680636	
SUT376		chrXV	+	681049	681321	
YOR185C	"GSP2, CNR2"	chrXV	-	682184	681416	
YOR186W		chrXV	+	683009	683723	
YOR187W	TUF1	chrXV	+	683900	685452	
YOR188W	MSB1	chrXV	+	685684	687516	
SUT783		chrXV	-	689429	689189	
YOR189W	IES4	chrXV	+	689588	690196	
SUT784		chrXV	-	690357	690093	
YOR190W	"SPR1, SSG1"	chrXV	+	690593	692210	
anti177		chrXV	-	692208	691047	
YOR191W	"RIS1, DIS1"	chrXV	+	692324	697644	
YOR192C		chrXV	-	700669	698590	
Unit573		chrXV	-	701687	701119	
Unit606		chrXV	+	701915	702943	
YOR192C-C		chrXV	-	704326	703810	
YOR193W	PEX27	chrXV	+	710357	711476	
YOR194C	TOA1	chrXV	-	712632	711592	
YOR195W	SLK19	chrXV	+	712796	715380	
YOR196C	LIP5	chrXV	-	716880	715544	
YOR197W	"MCA1, YCA1"	chrXV	+	717052	718340	
YOR198C	BFR1	chrXV	-	720248	718960	
YOR201C	PET56	chrXV	-	721744	720432	
YOR202W	"HIS3, HIS10"	chrXV	+	721916	722636	
YOR204W	"DED1, SPP81"	chrXV	+	722876	725188	
SUT787		chrXV	-	723157	723037	
Unit607		chrXV	+	725353	725447	
YOR205C		chrXV	-	727248	725464	
YOR206W	NOC2	chrXV	+	727476	729628	
YOR207C	"RET1, C128, RPC128, RPC2, PDS2"	chrXV	-	733496	729920	
YOR208W	PTP2	chrXV	+	733700	736108	
YOR209C	NPT1	chrXV	-	737880	736304	
YOR210W	"RPB10, ABC10-beta"	chrXV	+	738268	738836	
YOR211C	"MGM1, MNA1"	chrXV	-	741776	738936	
YOR212W	"STE4, HMD2"	chrXV	+	742788	744308	
YOR213C	SAS5	chrXV	-	745392	744504	
Unit574		chrXV	-	745577	745512	
YOR214C		chrXV	-	746405	745415	
YOR215C		chrXV	-	747320	746584	
YOR216C	"RUD3, GRP1"	chrXV	-	749032	747304	
YOR217W	"RFC1, CDC44"	chrXV	+	749196	752020	
YOR219C	"STE13, yscIV, YCI1"	chrXV	-	755072	752152	
YOR220W		chrXV	+	755276	756188	
YOR221C	MCT1	chrXV	-	757616	756312	
YOR222W	ODC2	chrXV	+	757852	759268	
CUT858		chrXV	-	759029	758845	
YOR223W		chrXV	+	759740	760476	
YOR224C	"RPB8, ABC14.5"	chrXV	-	761312	760696	
YOR226C	"ISU2, NUA2"	chrXV	-	762168	761480	
YOR227W		chrXV	+	762580	766140	
YOR228C		chrXV	-	768032	766728	
YOR229W	WTM2	chrXV	+	768332	769980	
CUT859		chrXV	-	769989	769581	
YOR230W	WTM1	chrXV	+	770652	772244	
YOR231W	"MKK1, SSP32"	chrXV	+	772452	774308	
YOR232W	"MGE1, GRPE, YGE1"	chrXV	+	774444	775324	
CUT860		chrXV	-	775469	775093	
YOR233W	"KIN4, KIN3, KIN31"	chrXV	+	775636	778076	
YOR234C	"RPL33B, RPL37B"	chrXV	-	779504	779384	
YOR236W	DFR1	chrXV	+	780884	781604	
CUT861		chrXV	-	781541	780997	
YOR237W	"HES1, OSH5"	chrXV	+	781796	783676	
YOR238W		chrXV	+	783575	784766	
CUT862		chrXV	-	784645	784093	
YOR239W	"ABP140, YOR240W"	chrXV	+	784836	786948	
YOR241W	"MET7, MET23"	chrXV	+	787172	787964	
YOR242C	SSP2	chrXV	-	789959	788564	
YOR243C	PUS7	chrXV	-	792272	790000	
YOR244W	"ESA1, TAS1"	chrXV	+	792460	793836	
YOR245C	DGA1	chrXV	-	795376	794056	
YOR246C		chrXV	-	796880	795712	
YOR247W	SRL1	chrXV	+	797404	798532	
YOR249C	"APC5, RMC1"	chrXV	-	800776	799440	
YOR250C	CLP1	chrXV	-	802360	801033	
anti-YOR251C		chrXV	+	802475	802553	
YOR251C		chrXV	-	803512	802864	
YOR252W	"TMA16, RBF17"	chrXV	+	803620	804067	
YOR253W	"NAT5, ROG2, ARD2"	chrXV	+	804340	804876	
SUT788		chrXV	-	804822	804238	
YOR254C	"SEC63, PTL1"	chrXV	-	807064	805088	
YOR255W	OSW1	chrXV	+	807169	808286	
YOR256C		chrXV	-	810841	808241	
YOR257W	"CDC31, DSK1"	chrXV	+	810965	811453	
YOR258W	HNT3	chrXV	+	811437	813661	
YOR259C	"RPT4, SUG2, PCS1, CRL13"	chrXV	-	813753	812329	
YOR260W	"GCD1, TRA3"	chrXV	+	813925	815797	
YOR261C	RPN8	chrXV	-	817050	815905	
YOR262W		chrXV	+	817222	818366	
YOR264W	DSE3	chrXV	+	818806	820230	
YOR265W	RBL2	chrXV	+	820414	820702	
YOR266W	PNT1	chrXV	+	820687	821830	
YOR267C	HRK1	chrXV	-	825274	822978	
YOR268C		chrXV	-	826034	825356	
YOR269W	PAC1	chrXV	+	826294	827726	
YOR270C	VPH1	chrXV	-	830762	828354	
YOR271C		chrXV	-	832106	830994	
SUT790		chrXV	-	832296	832104	
YOR272W	YTM1	chrXV	+	832742	834190	
YOR273C	TPO4	chrXV	-	836538	834346	
YOR274W	MOD5	chrXV	+	837534	839054	
YOR275C	RIM20	chrXV	-	841098	839082	
YOR276W	"CAF20, p20, CAP20, CAF2"	chrXV	+	841270	841726	
YOR278W	"HEM4, SLU2"	chrXV	+	842766	843734	
YOR279C	RFM1	chrXV	-	844746	843626	
CUT390		chrXV	+	844892	845188	
YOR280C	FSH3	chrXV	-	845850	845354	
YOR281C	PLP2	chrXV	-	847170	846186	
YOR283W		chrXV	+	847342	847870	
YOR284W	HUA2	chrXV	+	848422	849302	
YOR285W		chrXV	+	849614	850118	
SUT792		chrXV	-	849656	849048	
YOR286W		chrXV	+	850246	850758	
YOR287C		chrXV	-	851866	850858	
YOR288C	MPD1	chrXV	-	853146	852074	
YOR289W		chrXV	+	853358	854190	
YOR290C	"SNF2, TYE3, SWI2, HAF1, GAM1"	chrXV	-	860378	855098	
YOR291W		chrXV	+	860918	865222	
YOR292C		chrXV	-	866642	865986	
YOR293W	RPS10A	chrXV	+	867030	867150	
YOR293C-A		chrXV	-	868249	867820	
YOR294W	RRS1	chrXV	+	868294	869038	
YOR295W	UAF30	chrXV	+	869134	870542	
YOR296W		chrXV	+	870100	874249	
Unit576		chrXV	-	874679	874392	
YOR297C	TIM18	chrXV	-	875370	874626	
YOR298W	MUM3	chrXV	+	875497	877216	
YOR298C-A	"MBF1, SUF13"	chrXV	-	877787	877052	
YOR299W	BUD7	chrXV	+	878303	880399	
CUT867		chrXV	-	880721	880353	
YOR301W	RAX1	chrXV	+	880863	882450	
SUT793		chrXV	-	882441	881289	
YOR302W		chrXV	+	882655	884135	
YOR303W	CPA1	chrXV	+	882655	884135	
YOR304W	ISW2	chrXV	+	884319	887967	
YOR304C-A		chrXV	-	888795	888187	
YOR305W		chrXV	+	888935	889799	
